lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n21580.sg01.s99.u03	Ter.	perdere aliquem	 Perdere aliquem 	 Arriscar a vida de alguem , ou corromper , e estragar os costumes a alguem 	
usageExample:n21580.sg01.s99.u04	Cic.	perdere oleum & operam	 Perdere oleum & operam 	 Perder o trabalho , e o tempo , trabalhar sem proveito 	
usageExample:n21595.sg01.s99.u01	Scrib. Larg.	perducta aqua	 Perducta aqua 	 Agoa bebida de hum jacto 	
usageExample:n21617.sg01.s99.u01	Cic.	peregrinantur aures uestrae	 Peregrinantur aures vestrae 	 Estais distrahidos , não ouvis com attenção 	
usageExample:n21626.sg01.s99.u01	Liv.	pallore, ac macie perempti	 Pallore , ac macie perempti 	 Desfigurados , ou acabados com a pallidez , ou a magreza 	
usageExample:n21630.sg01.s99.u01	Caes.	perennis fons	 Perennis fons 	 Fonte perenne , que nunca secca 	
usageExample:n21630.sg01.s99.u02	Prop.	perennis fortuna	 Perennis fortuna 	 Fortuna permanente , duravel 	
usageExample:n21635.sg01.s99.u01	Ter.	perire funditus	 Perire funditus 	 Estar inteiramente perdido 	
usageExample:n21635.sg01.s99.u02	Plaut.	perire mulierem	 Perire mulierem 	 Amar desordenadamente huma mulher 	
usageExample:n21635.sg01.s99.u03	Plin.	perire ab aliquo	 Perire ab aliquo 	 Ser morto por alguem 	
usageExample:n21635.sg01.s99.u04	Cic.	peream	 Peream 	 Morra eu ! 	Formula de juramento.
usageExample:n21638.sg01.s99.u01	Virg.	aliquem totum luminibus tacitis pererrare	 Aliquem totum luminibus tacitis pererrare 	 Medir com os olhos alguem da cabeça até os pés sem lhe dizer palavra 	
usageExample:n21648.sg01.s99.u01	Plaut.	perfabricare aliquem	 Perfabricare aliquem 	 Tirar o dinheiro a alguem com astucias , e subtilezas 	
usageExample:n21661.sg01.s99.u01	Liv.	perferre legem	 Perferre legem 	 Conseguir que a lei proposta seja approvada 	
usageExample:n21667.sg01.s99.u01	Plin.	perficere cibum	 Perficere cibum 	 Digerir o comer 	
usageExample:n21667.sg01.s99.u02	Plin.	perficere pelles	 Perficere pelles 	 Curtir pelles 	
usageExample:n21717.sg01.s99.u01	Cic.	perfunctio laborum	 Perfunctio laborum 	 O ter passado trabalhos 	
usageExample:n21719.sg01.s99.u01	Liv.	perfunctus fato	 Perfunctus fato 	 Defunto , morto . 	
usageExample:n21719.sg01.s99.u02	Lucr.	perfunctus uita	 Perfunctus vita 	 Defunto , morto 	
usageExample:n21719.sg01.s99.u03	Varr.	perfunctus a febri	 Perfunctus a febri 	 Livre da febre 	
usageExample:n21720.sg01.s99.u01	Sen.	perfundere tecta auro	 Perfundere tecta auro 	 Dourar as casas 	
usageExample:n21720.sg01.s99.u02	Cic.	perfundere aliquem iudicio	 Perfundere aliquem judicio 	 Embaraçar alguem com demanda escura de sorte , que se não possa descubrir a verdade 	
usageExample:n21721.sg01.s99.u01	Liv.	perfungi cura	 Perfungi cura 	 Estar livre de cuidado 	
usageExample:n21726.sg01.s99.u01	Liv.	perfusus timore	 Perfusus timore 	 Cheio de medo 	
usageExample:n21736.sg01.s99.u01	Liv.	pergrandis natu	 Pergrandis natu 	 Muito velho 	
usageExample:n21844.sg01.s99.u01	Vitr.	perlimat oculorum speciem	 Perlimat oculorum speciem 	 Aclara muito a vista 	
usageExample:n21900.sg01.s99.u01	Liv.	permittere equum in hostem	 Permittere equum in hostem 	 Arremessar , ou fazer correr o cavallo contra o inimigo 	
usageExample:n22065.sg01.s99.u01	Cic.	perrumpere leges	 Perrumpere leges 	 Violar as leis 	
usageExample:n22065.sg01.s99.u02	Virg.	perrumpere limina bipenni	 Perrumpere limina bipenni 	 Arrombar as portas com machado 	
usageExample:n22084.sg01.s99.u01	Hor.	perscribere uersus	 Perscribere versus 	 Escrever versos 	
usageExample:n22084.sg01.s99.u02	Cic.	perscribere pecuniam in aedem sacram reficiendam	 Perscribere pecuniam in aedem sacram reficiendam 	 Pagar , ou entregar por letra de cambio certa somma de dinheiro para a reedificação de hum templo 	
usageExample:n22129.sg01.s99.u01	Cic.	persoluere epistolae	 Persolvere epistolae 	 Responder a huma carta 	
usageExample:n22129.sg01.s99.u02	Cic.	persoluere poenas	 Persolvere poenas 	 Ser castigado 	
usageExample:n22129.sg01.s99.u03	Virg.	persoluere honorem alicui	 Persolvere honorem alicui 	 Fazer a alguem a honra , que se lhe deve 	
usageExample:n22129.sg01.s99.u04	Cic.	persoluere grates alicui	 Persolvere grates alicui 	 Dar os agradecimentos a alguem 	
usageExample:n22133.sg01.s99.u01	Cic.	personam principis tueri	 Personam Principis tueri 	 Defender , ou conservar a dignidade de Principe 	
usageExample:n22146.sg01.s99.u01	Cic.	quo tanquam sale perspergatur omnis oratio	 Quo tanquam sale perspergatur omnis oratio 	 Que serve como de sal para temperar todo o discurso 	
usageExample:n22167.sg01.s99.u01	Cic.	perstringere aliquem asperioribus uerbis	 Perstringere aliquem asperioribus verbis 	 Reprehender alguem asperamente 	
usageExample:n22167.sg01.s99.u02	Cic.	perstringere terram aratro	 Perstringere terram aratro 	 Lavrar a terra 	
usageExample:n22167.sg01.s99.u03	Cic.	perstringere aliquid celeriter	 Perstringere aliquid celeriter 	 Tocar alguma cousa brevemente , ou de passagem . 	
usageExample:n22167.sg01.s99.u04	Cic.	perstringere aliquid breuiter	 Perstringere aliquid breviter 	 Tocar alguma cousa brevemente , ou de passagem 	
usageExample:n22167.sg01.s99.u05	Hor.	perstringere aures	 Perstringere aures 	 Atroar os ouvidos 	
usageExample:n22174.sg01.s99.u01	Quinct.	induere sibi persuasionem	 Induere sibi persuasionem 	 Capacitar - se de alguma cousa 	
usageExample:n22174.sg01.s99.u02	Quinct.	tumescere inani persuasione	 Tumescere inani persuasione 	 Desvanecer - se com uma falsa imaginação 	
usageExample:n22181.sg01.s99.u01	Lucr.	persultare pabula	 Persultare pabula 	 Saltar pelos pastos , ou ( segundo Lambino ) passar pelos pastos aos saltos , ou correndo , desprezando - os 	
usageExample:n22217.sg01.s99.u01	Cic.	pertractatio poetarum	 Pertractatio poetarum 	 Leitura frequente dos poetas 	
usageExample:n22220.sg01.s99.u01	Scrib. Larg.	pertrahere uirus	 Pertrahere virus 	 Extrahir , tirar a peçonha 	
usageExample:n22220.sg01.s99.u02	Plin.	pertrahere uitam	 Pertrahere vitam 	 Prolongar a vida 	
usageExample:n22251.sg01.s99.u01	Cic.	peruellere ius ciuile	 Pervellere jus civile 	 Desacreditar o Direito Civil 	
usageExample:n22251.sg01.s99.u02	Hor.	peruellere stomachum	 Pervellere stomachum 	 Abrir a vontade , irritar o apetite de comer 	
usageExample:n22252.sg01.s99.u01	Plaut.	peruenit res haec ad me	 Pervenit res haec ad me 	 Chegou - me isto á noticia , ou aos ouvidos de alguem . 	
usageExample:n22252.sg01.s99.u02	Cic.	peruenit ad aures alicuius	 Pervenit ad aures alicujus 	 Chegou - me isto á noticia , ou aos ouvidos de alguem 	
usageExample:n22252.sg01.s99.u03	Cic.	peruenire ad primos	 Pervenire ad primos 	 Chegar a ser hum dos principaes 	
usageExample:n22252.sg01.s99.u04	Cic.	peruenire in scripta alicuius	 Pervenire in scripta alicujus 	 Merecer ser louvado nos escritos de alguem 	
usageExample:n22258.sg01.s99.u01	Cic.	peruertere tecta	 Pervertere tecta 	 Arruinar as casas 	
usageExample:n22291.sg01.s99.u01	Catul.	peruoluere librum	 Pervolvere librum 	 Ler o livro até ao fim 	
usageExample:n22304.sg01.s99.u01	Ovid.	pedem referre	 Pedem referre 	 Recuar , fazer pá atrás . 	
usageExample:n22304.sg01.s99.u02	Cat.	pedem reflectere	 Pedem reflectere 	 Recuar , fazer pá atrás . 	
usageExample:n22304.sg01.s99.u03	Virg.	pedem reportare	 Pedem reportare 	 Recuar , fazer pá atrás . 	
usageExample:n22304.sg01.s99.u04	Virg.	pedem reuocare	 Pedem revocare 	 Recuar , fazer pá atrás 	
usageExample:n22304.sg01.s99.u05	Cic.	pedem dare	 Pedem dare 	 Ajudar 	
usageExample:n22304.sg01.s99.u06	Tib.	pede uincto, & soluto	 Pede vincto , & soluto 	 Em verso , e em prosa 	
usageExample:n22304.sg01.s99.u07	Virg.	quo te pedes?	 Quo te pedes ? 	 Para onde vás tu ? 	
usageExample:n22304.sg01.s99.u08	Hor.	pedibus uerba claudere	 Pedibus verba claudere 	 Fazer versos 	
usageExample:n22304.sg01.s99.u09	Plin.	pedes nauales	 Pedes navales 	 Remeiros , ou chusma da náo 	
usageExample:n22304.sg01.s99.u10	Liv.	pedibus stipendia facere	 Pedibus stipendia facere 	 Ser soldado infante 	
usageExample:n22304.sg01.s99.u11	Ovid.	pedem trahere	 Pedem trahere 	 Andar coxeando , coxear 	
usageExample:n22309.sg01.s99.u01	Col.	pessum ire	 Pessum ire 	 Ir ao fundo 	
usageExample:n22309.sg01.s99.u02	Plaut.	pessum ire.	 Pessum ire . 	 Arruinar - se , ir para peior 	
usageExample:n22309.sg01.s99.u03	Cic.	pessum uerbis aliquem dare	 Pessum verbis aliquem dare 	 Maltratar alguem de palavras 	
usageExample:n22310.sg01.s99.u01	Plaut.	pessundare iracundiam	 Pessundare iracundiam 	 Reprimir a ira 	
usageExample:n22319.sg01.s99.u01	Sil. Ital.	pestis uulcania	 Pestis Vulcania 	 Fogo 	
usageExample:n22319.sg01.s99.u02	Cic.	pestis textilis	 Pestis textilis 	 Vestido apestado 	
usageExample:n22319.sg01.s99.u03	Cic.	pestis reipublicae	 Pestis Reipublicae 	 Ruína da Republica 	
usageExample:n22319.sg01.s99.u04	Ter.	pestis adolescentium	 Pestis adolescentium 	 Prevaricador dos mancebos 	
usageExample:n22343.sg01.s99.u01	Cic.	petere aliquem lapidibus	 Petere aliquem lapidibus 	 Apedrejar alguem 	
usageExample:n22343.sg01.s99.u02	Cic.	petere poenas ab aliquo	 Petere poenas ab aliquo 	 Procurar o castigo de alguem 	
usageExample:n22343.sg01.s99.u03	Virg.	petere aliquem dextra	 Petere aliquem dextra 	 Pegar na mão direita a alguem 	
usageExample:n22343.sg01.s99.u04	Cic.	petere iugulum	 Petere jugulum 	 Procurar a morte 	
usageExample:n22343.sg01.s99.u05	Cic.	petere consulatum	 Petere consulatum 	 Pertender a dignidade de Consul 	
usageExample:n22354.sg01.s99.u01	Col.	petulantia pecoris	 Petulantia pecoris 	 Acção de o gado andar brincando hum com o outro 	
usageExample:n22354.sg01.s99.u02	Plin.	petulantia ramorum	 Petulantia ramorum 	 Excessiva abundancia de ramos 	
usageExample:n22361.sg01.s99.u01	Mart.	pexa munera	 Pexa munera 	 Presente de vestidos felpudos 	
usageExample:n22378.sg01.s99.u01	Caes.	facere phalangem	 Facere phalangem 	 Unir a infantaria , cobrindo - se com os escudos , segundo o costume dos Macedonios 	
usageExample:n22381.sg01.s99.u01	Pers. proverb.	ad populum phaleras	 Ad populum phaleras 	 Jactar - se diante dos ignorantes 	
usageExample:n22382.sg01.s99.u01	Ter.	phalerata uerba	 Phalerata verba 	 Palavras boas , e concertadas 	
usageExample:n22529.sg01.s99.u01	Ovid.	bellum pigrum	 Bellum pigrum 	 Guerra dilatada 	
usageExample:n22529.sg01.s99.u02	Ad Her.	pigrum frigus	 Pigrum frigus 	 Frio , que causa preguiça 	
usageExample:n22529.sg01.s99.u03	Ovid.	palus pigra	 Palus pigra 	 Lagôa , que não corre por parte alguma 	
usageExample:n22529.sg01.s99.u04	Col.	humor piger	 Humor piger 	 Humor viscoso 	
usageExample:n22529.sg01.s99.u05	Mart.	piger uultus	 Piger vultus 	 Rosto triste 	
usageExample:n22561.sg01.s99.u01	Liv.	seruos ad pileum uocare	 Servos ad pileum vocare 	 Dar liberdade aos escravos 	
usageExample:n22576.sg01.s99.u01	Ovid.	pingere acu	 Pingere acu 	 Bordar á agulha 	
usageExample:n22583.sg01.s99.u01	Col.	pingui minerua	 Pingui minerva 	 Grosseiramente 	
usageExample:n22602.sg01.s99.u01	Virg.	caua pinus	 Cava pinus 	 Náo 	
usageExample:n22648.sg01.s99.u01	Mart.	pistor dulciarius	 Pistor dulciarius 	 Confeiteiro , ou pasteleiro 	
usageExample:n22691.sg01.s99.u01	Plin.	arbor placida	 Arbor placida 	 Arvore cultivada 	
usageExample:n22732.sg01.s99.u01	Suet.	e plano	 E plano 	 Estando no chão 	
usageExample:n22748.sg01.s99.u01	Cic.	plaudentibus diis	 Plaudentibus Diis 	 Com o favor dos Deoses 	
usageExample:n22772.sg01.s99.u01	Ovid.	plena mulier	 Plena mulier 	 Mulher prenhe 	
usageExample:n22772.sg01.s99.u02	Plin.	in plenum dici potest	 In plenum dici potest 	 Póde se dizer em geral 	
usageExample:n22772.sg01.s99.u03	Cic.	pleniore ore laudare	 Pleniore ore laudare 	 Louvar excessivamente 	
usageExample:n22772.sg01.s99.u04	Plaut.	plenus sanguinis	 Plenus sanguinis 	 Homicida 	
usageExample:n22785.sg01.s99.u01	Virg.	plicare se in sua membra	 Plicare se in sua membra 	 Enroscar se , fallando das cobras 	
usageExample:n22812.sg01.s99.u01	Cic.	plumbeo gladio iugulare	 Plumbeo gladio jugulare 	 Convencer com argumentos frivolos 	
usageExample:n22812.sg01.s99.u02	Plaut.	plumbeus homo	 Plumbeus homo 	 Homem invejoso 	
usageExample:n22812.sg01.s99.u03	Ter.	plumbeus homo.	 Plumbeus homo . 	 Homem estupido , sem juizo 	
usageExample:n22812.sg01.s99.u04	Hor.	plumbeus auster	 Plumbeus auster 	 Vento Sul , que faz os corpos pezados com a sua humidade 	
usageExample:n22812.sg01.s99.u05	Plaut.	plumbeae irae	 Plumbeae irae 	 Iras , que durão largo tempo 	
usageExample:n22832.sg01.s99.u01	Mart.	plurima luna	 Plurima Luna 	 Lua cheia 	
usageExample:n22832.sg01.s99.u02	Cic.	plurimam salutem alicui dicere	 Plurimam salutem alicui dicere 	 Saudar alguem muito affectuosamente . 	
usageExample:n22832.sg01.s99.u03	Ter.	plurima salute aliquem impertire	 Plurima salute aliquem impertire 	 Saudar alguem muito affectuosamente 	
usageExample:n22832.sg01.s99.u04	Virg.	collis, qui plurimus urbi imminet	 Collis , qui plurimus urbi imminet 	 Outeiro altissimo , que está sobranceiro a huma Cidade 	
usageExample:n22859.sg01.s99.u01	Curt.	in aliquem poenas capere	 In aliquem poenas capere 	 Castigar alguem . 	
usageExample:n22859.sg01.s99.u02	Sall.	in aliquem poenas petere	 In aliquem poenas petere 	 Castigar alguem . 	
usageExample:n22859.sg01.s99.u03	Virg.	ab aliquo poenas expetere	 Ab aliquo poenas expetere 	 Castigar alguem . 	
usageExample:n22859.sg01.s99.u04	Virg.	ab aliquo poenas repetere	 Ab aliquo poenas repetere 	 Castigar alguem . 	
usageExample:n22859.sg01.s99.u05	Virg.	ab aliquo poenas petere	 Ab aliquo poenas petere 	 Castigar alguem . 	
usageExample:n22859.sg01.s99.u06	Virg.	ab aliquo poenas sumere	 Ab aliquo poenas sumere 	 Castigar alguem . 	
usageExample:n22859.sg01.s99.u07	Ovid.	ab aliquo poenas exigere	 Ab aliquo poenas exigere 	 Castigar alguem 	
usageExample:n22859.sg01.s99.u08	Cic.	poenas alicui dare	 Poenas alicui dare 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u09	Cic.	poenas alicui pendere	 Poenas alicui pendere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u10	Cic.	poenas alicui expendere	 Poenas alicui expendere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u11	Cic.	poenas alicui dependere	 Poenas alicui dependere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u12	Cic.	poenas alicui persoluere	 Poenas alicui persolvere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u13	Ovid.	poenas alicui soluere	 Poenas alicui solvere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u14	Catul.	poenas alicui exsoluere	 Poenas alicui exsolvere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u15	Hor.	poenas alicui luere	 Poenas alicui luere 	 Ser castigado por alguem . 	
usageExample:n22859.sg01.s99.u16	Sall.	poenas alicui reddere	 Poenas alicui reddere 	 Ser castigado por alguem 	
usageExample:n22896.sg01.s99.u01	Scrib. Larg.	pollen thuris	 Pollen thuris 	 Flor do incenso 	
usageExample:n22900.sg01.s99.u01	Plin.	permere pollicem	 Permere pollicem 	 Approvar , favorecer 	
usageExample:n22900.sg01.s99.u02	Juv.	pollicem uertere	 Pollicem vertere 	 Desapprovar , negar o favor 	Os antigos inclinavão o dedo pollegar sobre o indice em sinal de approvação, e o abrião para mostra do contrario.
usageExample:n22970.sg01.s99.u01	Plaut.	ponderare pugnos	 Ponderare pugnos 	 Librar os braços , movellos , exercitando - se para dar punhadas 	
usageExample:n22970.sg01.s99.u02	Cic.	ponderare aurium iudicio	 Ponderare aurium judicio 	 Consultar a delicadeza dos ouvidos 	
usageExample:n22976.sg01.s99.u01	Hor.	ponere deum coloribus	 Ponere Deum coloribus 	 Pintar hum idolo 	
usageExample:n22976.sg01.s99.u02	Hor.	ponere barbam	 Ponere barbam 	 Rapar , ou fazer a barba 	
usageExample:n22976.sg01.s99.u03	Cic.	ponere uitia	 Ponere vitia 	 Deixar os vicios 	
usageExample:n22976.sg01.s99.u04	Ovid.	ponere capillos	 Ponere capillos 	 Pentear , concertar os cabellos 	
usageExample:n22976.sg01.s99.u05	Virg.	uenti posuere	 Venti posuere 	 Acalmárão os ventos 	
usageExample:n22977.sg01.s99.u01	Juv.	de ponte aliquis	 De ponte aliquis 	 Mendigo 	
usageExample:n22990.sg01.s99.u01	Cic.	inhalare popinam	 Inhalare popinam 	 Lançar baforadas de vinho 	
usageExample:n23009.sg01.s99.u01	Plin.	populatio morum	 Populatio morum 	 Corrupção dos costumes 	
usageExample:n23009.sg01.s99.u02	Col.	populatio uolucrum	 Populatio volucrum 	 Destruição , que os passaros fazem 	
usageExample:n23039.sg01.s99.u01	Cat.	porcus foemina	 Porcus foemina 	 Porca 	
usageExample:n23052.sg01.s99.u01	Cic.	alicui porrigere manum	 Alicui porrigere manum 	 Offerecer , dar a mão a alguem , ajudallo 	
usageExample:n23052.sg01.s99.u02	Ovid.	alicui porrigere oscula	 Alicui porrigere oscula 	 Beijar alguem 	
usageExample:n23057.sg01.s99.u01	Cic.	porta utar ea, quam primum uidero	 Porta utar ea , quam primum videro 	 Servir - me - hei do primeiro meio , que se offerecer 	
usageExample:n23069.sg01.s99.u01	Cic.	portio rerum	 Portio rerum 	 Proporção das cousas 	
usageExample:n23069.sg01.s99.u02	Tac.	pro uirili portione	 Pro virili portione 	 Tendo consideração ás suas forças , á proporção das suas forças 	
usageExample:n23069.sg01.s99.u03	Cic.	pro portione	 Pro portione 	 Á proporção 	
usageExample:n23083.sg01.s99.u01	Virg.	poscere aliquem in praelia	 Poscere aliquem in praelia 	 Desafiar alguem para a peleja 	
usageExample:n23109.sg01.s03.u01	Cic.	posterius & nequius isto nihil est	 Posterius & nequius isto nihil est 	 He o mais vil , e malvado de todos 	
usageExample:n23109.sg01.s99.u02	Cic.	salutem suam posteriorem salute communi facere	 Salutem suam posteriorem salute communi facere 	 Antepôr o bem publico ao seu particular interesse 	
usageExample:n23124.sg01.s99.u01	Pers.	postica sanna	 Postica sanna 	 Zombaria , ou acção de escarneo feita por detrás de alguem , ou em sua ausencia 	
usageExample:n23143.sg01.s99.u01	Cic.	postremi homines	 Postremi homines 	 Os mais indignos , os mais facinorosos de todos os homens 	
usageExample:n23146.sg01.s99.u01	Lucr.	postscenia uitae	 Postscenia vitae 	 Acções da vida , que se fazem occultamente , para que se não vejão 	
usageExample:n23157.sg01.s99.u01	Cic.	postulare fidem publicam	 Postulare fidem publicam 	 Implorar a fé publica 	
usageExample:n23157.sg01.s99.u02	Cic.	postulare aliquem de colloquio	 Postulare aliquem de colloquio 	 Procurar ter huma conferencia com alguem 	
usageExample:n23168.sg01.s99.u01	Liv.	potens regni	 Potens regni 	 Que está em idade de poder reinar , ou governar 	
usageExample:n23168.sg01.s99.u02	Ovid.	potens uteri diua	 Potens uteri Diva 	 Juno , Lucina , que presidia aos partos 	
usageExample:n23168.sg01.s99.u03	Virg.	potens herba	 Potens herba 	 Herva medicinal , ou de grande virtude 	
usageExample:n23178.sg01.s99.u01	Ad Her.	potestas uerborum	 Potestas verborum 	 Significação das palavras 	
usageExample:n23184.sg01.s99.u01	Virg.	potiri auso	 Potiri auso 	 Vir ao fim de huma empreza atrevida 	
usageExample:n23184.sg01.s99.u02	Vell. Pat.	potiri regni	 Potiri regni 	 Reinar . 	
usageExample:n23184.sg01.s99.u03	Virg.	potiri sceptris	 Potiri sceptris 	 Reinar . 	
usageExample:n23184.sg01.s99.u04	Lucr.	potiri sceptra	 Potiri sceptra 	 Reinar 	
usageExample:n23184.sg01.s99.u05	Plaut.	potiri hostium	 Potiri hostium 	 Cahir nas mãos dos inimigos , ficar captivo 	
usageExample:n23186.sg01.s99.u01	Lucr.	potis es	 Potis es 	 Podes 	
usageExample:n23186.sg01.s99.u02	Vet. Poet. apud Cic.	potis neque est ullo pacto sanguinis profluens consistere	 Potis neque est ullo pacto sanguinis profluens consistere 	 Não se pode de modo algum fazer vedar o sangue 	
usageExample:n23204.sg01.s99.u01	Plin.	potus hominum	 Potus hominum 	 Ourina humana 	
usageExample:n23212.sg01.s99.u01	Cic.	praebere sponsalia	 Praebere sponsalia 	 Celebrar esponsaes 	
usageExample:n23212.sg01.s99.u02	Tac.	praebere se auctorem alicui rei	 Praebere se auctorem alicui rei 	 Ser autor de alguma cousa 	
usageExample:n23212.sg01.s99.u03	Ter.	praebere ludos	 Praebere ludos 	 Ser objecto de zombaria 	
usageExample:n23237.sg01.s99.u01	Cels.	in praecipiti est aegrotus	 In praecipiti est aegrotus 	 O que está em grande perigo 	
usageExample:n23237.sg01.s99.u02	Hor.	ex praecipiti leuari	 Ex praecipiti levari 	 Escapar de hum grande risco 	
usageExample:n23249.sg01.s99.u01	Gell.	feriae praecidanae	 Feriae praecidanae 	 Ferias , que precedião a alguma festividade 	
usageExample:n23250.sg01.s99.u01	Cic.	praecidiam breui	 Praecidiam brevi 	 Direi em poucas palavras 	
usageExample:n23251.sg01.s99.u01	Vitr.	praecinctio collis	 Praecinctio collis 	 Planicie , que cérca em roda hum outeiro 	
usageExample:n23256.sg01.s99.u01	Hor.	praecincti pueri	 Praecincti pueri 	 Criados , que tem os vestidos arregaçados , e estão promptos para servir 	
usageExample:n23263.sg01.s99.u01	Cic.	praecipitata aetas	 Praecipitata aetas 	 Idade decrepita 	
usageExample:n23263.sg01.s99.u02	Vell. Pat.	praecipitata mors	 Praecipitata mors 	 Morte repentina 	
usageExample:n23265.sg01.s99.u01	Col.	praecipitare plamite	 Praecipitare plamite 	 Empar a vide á cepa 	
usageExample:n23279.sg01.s99.u01	Vitr.	praeclusiones aquarum	 Praeclusiones aquarum 	 Receptaculos , ou vasos , em que se recebe a agoa nos relogios hydraulicos 	
usageExample:n23304.sg01.s99.u01	Hor.	uita praecurrere aliquem	 Vita praecurrere aliquem 	 Passar melhor , levar melhor vida que alguem 	
usageExample:n23304.sg01.s99.u02	Cic.	praecurrere aliquem aetate	 Praecurrere aliquem aetate 	 Ser mais velho que outro 	
usageExample:n23429.sg01.s99.u01	Cic.	praegustator libidinum alicuius	 Praegustator libidinum alicujus 	 Alcoviteiro 	
usageExample:n23498.sg01.s99.u01	Quinct.	praemodulati gestum cogitatione	 Praemodulati gestum cogitatione 	 Os que mostrárão anticipadamente no semblante os seus pensamentos 	
usageExample:n23537.sg01.s99.u01	Col.	praeoccupari ulceribus	 Praeoccupari ulceribus 	 Estar todo coberto de chagas 	
usageExample:n23549.sg01.s99.u01	Gell.	aues praepetes	 Aves praepetes 	 Aves de bom agouro 	
usageExample:n23568.sg01.s99.u01	Juv.	praeputia ponere	 Praeputia ponere 	 Fazer - se circumcidar 	
usageExample:n23662.sg01.s99.u01	Cic.	praesto esse alicui	 Praesto esse alicui 	 Soccorrer , favorecer , ajudar alguem 	
usageExample:n23662.sg01.s99.u02	Plaut.	praesto esse	 Praesto esse 	 Estar presente 	
usageExample:n23663.sg01.s99.u01	Sic.	praestare aliquem parciturum alicui	 Praestare aliquem parciturum alicui 	 Dar palavra de obter o perdão de alguem para outro 	
usageExample:n23663.sg01.s99.u02	Cic.	praestare culpam	 Praestare culpam 	 Evitar a culpa , fazer que não succeda por nossa causa 	
usageExample:n23667.sg01.s99.u01	Cic.	praestringere aciem mentis	 Praestringere aciem mentis 	 Embotar o entendimento 	
usageExample:n23677.sg01.s99.u01	Hor.	praesumere mollitiem	 Praesumere mollitiem 	 Tratar - se com melindre , ou delicadamente , antes de tempo 	
usageExample:n23729.sg01.s99.u01	Ovid.	templum praetextum augusto nomine	 Templum Praetextum Augusto nomine 	 Templo consagrado a Augusto Cesar 	
usageExample:n23732.sg01.s99.u01	Cic.	praetor urbanus	 Praetor urbanus 	 Senador escolhido para julgar as causas civeis em Roma 	
usageExample:n23811.sg01.s99.u01	Hor.	premere uitem falce	 Premere vitem falce 	 Podar huma cepa 	
usageExample:n23811.sg01.s99.u02	Val. Flac.	premere gradum	 Premere gradum 	 Parar . 	
usageExample:n23811.sg01.s99.u03	Virg.	premere uestigia	 Premere vestigia 	 Parar 	
usageExample:n23811.sg01.s99.u04	Ovid.	premere propositum	 Premere propositum 	 Proseguir , insistir , no seu designio 	
usageExample:n23811.sg01.s99.u05	Hor.	premere litus	 Premere litus 	 Costear , navegar terra terra 	
usageExample:n23811.sg01.s99.u06	Cic.	premi aere alieno	 Premi aere alieno 	 Estar opprimido de dividas 	
usageExample:n23827.sg01.s99.u01	Hor.	pretium auellere antequam mercem ostendere	 Pretium avellere antequam mercem ostendere 	 Querer ser pago antes de mostrar a mercadoria 	
usageExample:n23827.sg01.s99.u02	Liv.	pretio	 Pretio 	 Á força de dinheiro 	
usageExample:n23845.sg01.s99.u01	Col.	primitiae uitis	 Primitiae vitis 	 Primeiros ramos da videira 	
usageExample:n23845.sg01.s99.u02	Stat.	primitiae armorum	 Primitiae armorum 	 Primeiras expedições militares 	
usageExample:n23859.sg01.s99.u01	Cic.	a primo	 A primo 	 Desde o principio 	
usageExample:n23877.sg01.s99.u01	Ter.	priuati iudices	 Privati judices 	 Juizes subalternos 	
usageExample:n23913.sg01.s99.u01	Cic.	probum nauigium	 Probum navigium 	 Navio seguro 	
usageExample:n23916.sg01.s99.u01	Virg.	procaces austri	 Procaces Austri 	 Ventos do meio dia impetuosos 	
usageExample:n23916.sg01.s99.u02	Plin.	procaces manus	 Procaces manus 	 Mãos confiadas , que de nada se abstem 	
usageExample:n23917.sg01.s99.u01	Plin.	procedere in pedes	 Procedere in pedes 	 Nascer , vir ao mundo com os pés para diante 	
usageExample:n23918.sg01.s99.u01	Cic.	temporis procella	 Temporis procella 	 Infortunio , calamidade do tempo 	
usageExample:n23928.sg01.s99.u01	Scrib Larg.	in aetate processa	 In aetate processa 	 Em idade avançada 	
usageExample:n23936.sg01.s99.u01	Cic.	in procinctu esse	 In procinctu esse 	 Estar expedito , ou prompto 	
usageExample:n23965.sg01.s99.u01	Plaut.	procudere dolos	 Procudere dolos 	 Idear , maquinar enganos 	
usageExample:n23966.sg01.s99.u01	Suet.	procul dubio	 Procul dubio 	 Certamente 	
usageExample:n23981.sg01.s99.u01	Plin.	procursus angulosus	 Procursus angulosus 	 Angulo extendido para diante 	
usageExample:n24003.sg01.s99.u01	Plin.	proditio arcanorum	 Proditio arcanorum 	 Revelação , descubrimento dos segredos 	
usageExample:n24010.sg01.s99.u01	Plaut.	producere filiam	 Producere filiam 	 Prostituir huma filha 	
